movieId,title,title_only
3186,"Girl, Interrupted (1999)","Girl, Interrupted "
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Loaded Weapon 1 
3259,Far and Away (1992),Far and Away 
3261,Singles (1992),Singles 
3298,Boiler Room (2000),Boiler Room 
3326,What Planet Are You From? (2000),What Planet Are You From? 
3502,My Life (1993),My Life 
3552,Caddyshack (1980),Caddyshack 
3646,Big Momma's House (2000),Big Momma's House 
3694,"Toxic Avenger, Part II, The (1989)","Toxic Avenger, Part II, The "
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)","Toxic Avenger Part III: The Last Temptation of Toxie, The "
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),F/X2 
3824,Autumn in New York (2000),Autumn in New York 
3841,Air America (1990),Air America 
3946,Get Carter (2000),Get Carter 
3987,Bounce (2000),Bounce 
4008,Born on the Fourth of July (1989),Born on the Fourth of July 
4041,"Officer and a Gentleman, An (1982)","Officer and a Gentleman, An "
4062,Mystic Pizza (1988),Mystic Pizza 
4067,Untamed Heart (1993),Untamed Heart 
4084,Beverly Hills Cop II (1987),Beverly Hills Cop II 
4102,Eddie Murphy Raw (1987),Eddie Murphy Raw 
4132,Mannequin (1987),Mannequin 
4153,Down to Earth (2001),Down to Earth 
4155,Sweet November (2001),Sweet November 
4207,Navy Seals (1990),Navy Seals 
4280,"World According to Garp, The (1982)","World According to Garp, The "
4293,Summer Rental (1985),Summer Rental 
4317,Love Potion #9 (1992),Love Potion #9 
4321,City Slickers (1991),City Slickers 
4322,Eight Men Out (1988),Eight Men Out 
4333,Throw Momma from the Train (1987),Throw Momma from the Train 
4349,Catch-22 (1970),Catch-22 
4351,Point Break (1991),Point Break 
4359,"Seven Year Itch, The (1955)","Seven Year Itch, The "
4361,Tootsie (1982),Tootsie 
4396,"Cannonball Run, The (1981)","Cannonball Run, The "
4442,"Last Dragon, The (1985)","Last Dragon, The "
4466,Above the Law (1988),Above the Law 
4477,Big Top Pee-Wee (1988),Big Top Pee-Wee 
4482,"Bright Lights, Big City (1988)","Bright Lights, Big City "
4487,Cocktail (1988),Cocktail 
4509,"Great Outdoors, The (1988)","Great Outdoors, The "
4516,Johnny Be Good (1988),Johnny Be Good 
4541,"Serpent and the Rainbow, The (1988)","Serpent and the Rainbow, The "
4564,Always (1989),Always 
4565,American Ninja (1985),American Ninja 
4577,Casualties of War (1989),Casualties of War 
4623,Major League (1989),Major League 
4629,Next of Kin (1989),Next of Kin 
4654,Road House (1989),Road House 
4679,Uncle Buck (1989),Uncle Buck 
4686,Weekend at Bernie's II (1993),Weekend at Bernie's II 
57,Home for the Holidays (1995),Home for the Holidays 
259,Kiss of Death (1995),Kiss of Death 
484,Lassie (1994),Lassie 
519,RoboCop 3 (1993),RoboCop 3 
828,"Adventures of Pinocchio, The (1996)","Adventures of Pinocchio, The "
1105,Children of the Corn IV: The Gathering (1996),Children of the Corn IV: The Gathering 
18,Four Rooms (1995),Four Rooms 
663,Kids in the Hall: Brain Candy (1996),Kids in the Hall: Brain Candy 
737,Barb Wire (1996),Barb Wire 
833,High School High (1996),High School High 
836,Chain Reaction (1996),Chain Reaction 
889,1-900 (06) (1994),1-900 
69,Friday (1995),Friday 
934,Father of the Bride (1950),Father of the Bride 
1005,D3: The Mighty Ducks (1996),D3: The Mighty Ducks 
1033,"Fox and the Hound, The (1981)","Fox and the Hound, The "
1390,My Fellow Americans (1996),My Fellow Americans 
1442,Prefontaine (1997),Prefontaine 
1615,"Edge, The (1997)","Edge, The "
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Indian Summer 
1753,Half Baked (1998),Half Baked 
1769,"Replacement Killers, The (1998)","Replacement Killers, The "
1863,Major League: Back to the Minors (1998),Major League: Back to the Minors 
1866,"Big Hit, The (1998)","Big Hit, The "
1934,You Can't Take It with You (1938),You Can't Take It with You 
2042,D2: The Mighty Ducks (1994),D2: The Mighty Ducks 
2064,Roger & Me (1989),Roger & Me 
2106,Swing Kids (1993),Swing Kids 
2124,"Addams Family, The (1991)","Addams Family, The "
2195,Dirty Work (1998),Dirty Work 
2431,Patch Adams (1998),Patch Adams 
2504,200 Cigarettes (1999),200 Cigarettes 
2718,Drop Dead Gorgeous (1999),Drop Dead Gorgeous 
2731,"400 Blows, The (Les quatre cents coups) (1959)","400 Blows, The "
3004,"Bachelor, The (1999)","Bachelor, The "
3196,Stalag 17 (1953),Stalag 17 
3249,"Hand That Rocks the Cradle, The (1992)","Hand That Rocks the Cradle, The "
3268,Stop! Or My Mom Will Shoot (1992),Stop! Or My Mom Will Shoot 
3274,Single White Female (1992),Single White Female 
3385,Volunteers (1985),Volunteers 
4104,Ernest Goes to Camp (1987),Ernest Goes to Camp 
4502,Ernest Saves Christmas (1988),Ernest Saves Christmas 
4929,"Toy, The (1982)","Toy, The "
4958,Behind Enemy Lines (2001),Behind Enemy Lines 
4974,Not Another Teen Movie (2001),Not Another Teen Movie 
5151,40 Days and 40 Nights (2002),40 Days and 40 Nights 
5220,Showtime (2002),Showtime 
5283,National Lampoon's Van Wilder (2002),National Lampoon's Van Wilder 
5307,Taking Care of Business (1990),Taking Care of Business 
5308,Three Men and a Baby (1987),Three Men and a Baby 
5500,Top Secret! (1984),Top Secret! 
5528,One Hour Photo (2002),One Hour Photo 
5568,Johnny Dangerously (1984),Johnny Dangerously 
5582,Captain Ron (1992),Captain Ron 
5585,Ernest Scared Stupid (1991),Ernest Scared Stupid 
5589,Indian Summer (1993),Indian Summer 
7294,Welcome to Mooseport (2004),Welcome to Mooseport 
33495,Kicking & Screaming (2005),Kicking & Screaming 
53993,Evan Almighty (2007),Evan Almighty 
391,Jason's Lyric (1994),Jason's Lyric 
2121,Cujo (1983),Cujo 
2942,Flashdance (1983),Flashdance 
3844,Steel Magnolias (1989),Steel Magnolias 
3969,Pay It Forward (2000),Pay It Forward 
4474,Beaches (1988),Beaches 
4975,Vanilla Sky (2001),Vanilla Sky 
5108,John Q (2002),John Q 
6765,Under the Tuscan Sun (2003),Under the Tuscan Sun 
7160,Monster (2003),Monster 
8966,Kinsey (2004),Kinsey 
45950,"Inconvenient Truth, An (2006)","Inconvenient Truth, An "
47423,Half Nelson (2006),Half Nelson 
51931,Reign Over Me (2007),Reign Over Me 
53894,Sicko (2007),Sicko 
63876,Milk (2008),Milk 
68932,"Soloist, The (2009)","Soloist, The "
69712,My Sister's Keeper (2009),My Sister's Keeper 
72395,Precious (2009),Precious 
79242,"Kids Are All Right, The (2010)","Kids Are All Right, The "
82767,Rabbit Hole (2010),Rabbit Hole 
96567,"Words, The (2012)","Words, The "
96811,End of Watch (2012),End of Watch 
97923,Flight (2012),Flight 
100383,Side Effects (2013),Side Effects 
106100,Dallas Buyers Club (2013),Dallas Buyers Club 
108729,Enemy (2013),Enemy 
112804,I Origins (2014),I Origins 
117881,Still Alice (2014),Still Alice 
132424,The Longest Ride (2015),The Longest Ride 
137337,Amy (2015),Amy 
140174,Room (2015),Room 
140247,The Gift (2015),The Gift 
140715,Straight Outta Compton (2015),Straight Outta Compton 
145839,Concussion (2015),Concussion 
146656,Creed (2015),Creed 
159817,Planet Earth (2006),Planet Earth 
163645,Hacksaw Ridge (2016),Hacksaw Ridge 
166643,Hidden Figures (2016),Hidden Figures 
171011,Planet Earth II (2016),Planet Earth II 
1320,Alien³ (a.k.a. Alien 3) (1992),Alien³ 
5882,Treasure Planet (2002),Treasure Planet 
8371,"Chronicles of Riddick, The (2004)","Chronicles of Riddick, The "
909,"Apartment, The (1960)","Apartment, The "
1251,8 1/2 (8½) (1963),8 1/2 
1273,Down by Law (1986),Down by Law 
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Koyaanisqatsi 
2164,Surf Nazis Must Die (1987),Surf Nazis Must Die 
2553,Village of the Damned (1960),Village of the Damned 
2732,Jules and Jim (Jules et Jim) (1961),Jules and Jim 
2925,"Conformist, The (Conformista, Il) (1970)","Conformist, The "
3221,"Draughtsman's Contract, The (1982)","Draughtsman's Contract, The "
3415,"Mirror, The (Zerkalo) (1975)","Mirror, The "
3730,"Conversation, The (1974)","Conversation, The "
4282,Fellini Satyricon (1969),Fellini Satyricon 
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Diary of a Chambermaid 
4658,Santa Sangre (1989),Santa Sangre 
4914,Breathless (À bout de souffle) (1960),Breathless 
4928,That Obscure Object of Desire (Cet obscur objet du désir) (1977),That Obscure Object of Desire 
5004,"Party, The (1968)","Party, The "
5021,Murder by Death (1976),Murder by Death 
5810,8 Mile (2002),8 Mile 
5932,Burden of Dreams (1982),Burden of Dreams 
6239,Journey to the Center of the Earth (1959),Journey to the Center of the Earth 
6663,"Pink Panther Strikes Again, The (1976)","Pink Panther Strikes Again, The "
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)","Discreet Charm of the Bourgeoisie, The "
6975,Funny Games (1997),Funny Games 
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Aguirre: The Wrath of God 
7206,Mon Oncle (My Uncle) (1958),Mon Oncle 
7247,Chitty Chitty Bang Bang (1968),Chitty Chitty Bang Bang 
7327,Persona (1966),Persona 
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Scenes From a Marriage 
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)","Wages of Fear, The "
7748,Pierrot le fou (1965),Pierrot le fou 
8143,Lola Montès (1955),Lola Montès 
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Jin Roh: The Wolf Brigade 
8235,Safety Last! (1923),Safety Last! 
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Lupin III: The Castle Of Cagliostro 
8379,"Dresser, The (1983)","Dresser, The "
8879,Murder on the Orient Express (1974),Murder on the Orient Express 
8928,"Fearless Vampire Killers, The (1967)","Fearless Vampire Killers, The "
8974,"SpongeBob SquarePants Movie, The (2004)","SpongeBob SquarePants Movie, The "
26258,"Topo, El (1970)","Topo, El "
26326,"Holy Mountain, The (Montaña sagrada, La) (1973)","Holy Mountain, The "
26422,Hair (1979),Hair 
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Neon Genesis Evangelion: The End of Evangelion 
27513,Dog Days (Hundstage) (2001),Dog Days 
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)","Man Who Planted Trees, The "
32659,Tanguy (2001),Tanguy 
32875,Holiday (Jour de fête) (1949),Holiday 
32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)","Trip to the Moon, A "
33781,Quo Vadis (1951),Quo Vadis 
37545,Woyzeck (1979),Woyzeck 
44719,Brainstorm (2001),Brainstorm 
45880,Marie Antoinette (2006),Marie Antoinette 
46062,High School Musical (2006),High School Musical 
46862,Orchestra Rehearsal (Prova d'orchestra) (1978),Orchestra Rehearsal 
52885,Paprika (Papurika) (2006),Paprika 
62336,FLCL (2000),FLCL 
62644,"Wave, The (Welle, Die) (2008)","Wave, The "
63312,Krabat (2008),Krabat 
64278,"Pervert's Guide to Cinema, The (2006)","Pervert's Guide to Cinema, The "
66335,Afro Samurai: Resurrection (2009),Afro Samurai: Resurrection 
79224,"Karate Kid, The (2010)","Karate Kid, The "
81018,"Illusionist, The (L'illusionniste) (2010)","Illusionist, The "
81562,127 Hours (2010),127 Hours 
82848,One Week (1920),One Week 
85796,Hobo with a Shotgun (2011),Hobo with a Shotgun 
88911,My Afternoons with Margueritte (La tête en friche) (2010),My Afternoons with Margueritte 
90522,Johnny English Reborn (2011),Johnny English Reborn 
90746,"Adventures of Tintin, The (2011)","Adventures of Tintin, The "
91094,"Muppets, The (2011)","Muppets, The "
92046,Contact High (2009),Contact High 
92427,Woman in Love (Rubbeldiekatz) (2011),Woman in Love 
92475,All Watched Over by Machines of Loving Grace (2011),All Watched Over by Machines of Loving Grace 
93114,Ro.Go.Pa.G. (1963),Ro.Go.Pa.G. 
93326,This Means War (2012),This Means War 
96606,Samsara (2011),Samsara 
97225,Hotel Transylvania (2012),Hotel Transylvania 
97304,Argo (2012),Argo 
100498,"Good Day to Die Hard, A (2013)","Good Day to Die Hard, A "
101072,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)","Unintentional Kidnapping of Mrs. Elfriede Ott, The "
103171,Schlussmacher (2013),Schlussmacher 
104283,"Wind Rises, The (Kaze tachinu) (2013)","Wind Rises, The "
104913,Rush (2013),Rush 
105250,"Century of the Self, The (2002)","Century of the Self, The "
107338,Dampfnudelblues (2013),Dampfnudelblues 
107565,"Fuck You, Goethe (Fack Ju Göhte) (2013)","Fuck You, Goethe "
111732,"Dance of Reality, The (Danza de la realidad, La) (2013)","Dance of Reality, The "
113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)","Old Lady and the Pigeons, The "
114335,La cravate (1957),La cravate 
115203,"Culture High, The (2014)","Culture High, The "
122898,Justice League (2017),Justice League 
127146,Kurt Cobain: Montage of Heck (2015),Kurt Cobain: Montage of Heck 
128695,The Dark Valley (2014),The Dark Valley 
134170,Kung Fury (2015),Kung Fury 
134515,BMX Bandits (1983),BMX Bandits 
135143,Fantastic Beasts and Where to Find Them (2016),Fantastic Beasts and Where to Find Them 
135456,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005),Ghost in the Shell: Stand Alone Complex - The Laughing Man 
136018,Black Mass (2015),Black Mass 
136305,Sharknado 3: Oh Hell No! (2015),Sharknado 3: Oh Hell No! 
136564,Macbeth (2015),Macbeth 
137857,The Jungle Book (2016),The Jungle Book 
138208,The Walk (2015),The Walk 
139644,Sicario (2015),Sicario 
140928,Joy (2015),Joy 
142074,Knock Knock (2015),Knock Knock 
142448,Everest (2015),Everest 
142602,"F*ck You, Goethe 2 (2015)","F*ck You, Goethe 2 "
142961,Life Eternal (2015),Life Eternal 
142997,Hotel Transylvania 2 (2015),Hotel Transylvania 2 
143859,"Hail, Caesar! (2016)","Hail, Caesar! "
143969,Er ist wieder da (2015),Er ist wieder da 
149406,Kung Fu Panda 3 (2016),Kung Fu Panda 3 
151759,Requiem for the American Dream (2015),Requiem for the American Dream 
156607,The Huntsman Winter's War (2016),The Huntsman Winter's War 
160569,Ice Age: Collision Course (2016),Ice Age: Collision Course 
164280,Endless Poetry (2016),Endless Poetry 
165969,HyperNormalisation (2016),HyperNormalisation 
167370,Assassin's Creed (2016),Assassin's Creed 
168254,Kong: Skull Island (2017),Kong: Skull Island 
168492,Call Me by Your Name (2017),Call Me by Your Name 
170705,Band of Brothers (2001),Band of Brothers 
170875,The Fate of the Furious (2017),The Fate of the Furious 
171701,The Death of Louis XIV (2016),The Death of Louis XIV 
171759,The Beguiled (2017),The Beguiled 
172013,Stefan Zweig: Farewell to Europe (2016),Stefan Zweig: Farewell to Europe 
172461,Get Me Roger Stone (2017),Get Me Roger Stone 
174055,Dunkirk (2017),Dunkirk 
174141,Belladonna of Sadness (1973),Belladonna of Sadness 
174403,The Putin Interviews (2017),The Putin Interviews 
174737,Don Camillo in Moscow (1965),Don Camillo in Moscow 
175485,Death Note (2017),Death Note 
175661,The Hitman's Bodyguard (2017),The Hitman's Bodyguard 
175693,Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),Rick and Morty: State of Georgia Vs. Denver Fenton Allen 
175705,Themroc (1973),Themroc 
175707,A German Life (2016),A German Life 
175743,Self-criticism of a Bourgeois Dog (2017),Self-criticism of a Bourgeois Dog 
175781,Der Herr Karl (1961),Der Herr Karl 
179073,Male Hunt (1964),Male Hunt 
188301,Ant-Man and the Wasp (2018),Ant-Man and the Wasp 
190183,The Darkest Minds (2018),The Darkest Minds 
387,"Low Down Dirty Shame, A (1994)","Low Down Dirty Shame, A "
479,Judgment Night (1993),Judgment Night 
482,Killing Zoe (1994),Killing Zoe 
522,Romper Stomper (1992),Romper Stomper 
781,Stealing Beauty (1996),Stealing Beauty 
1011,Herbie Rides Again (1974),Herbie Rides Again 
1014,Pollyanna (1960),Pollyanna 
1235,Harold and Maude (1971),Harold and Maude 
1244,Manhattan (1979),Manhattan 
1301,Forbidden Planet (1956),Forbidden Planet 
1350,"Omen, The (1976)","Omen, The "
1873,"Misérables, Les (1998)","Misérables, Les "
1997,"Exorcist, The (1973)","Exorcist, The "
1999,"Exorcist III, The (1990)","Exorcist III, The "
2159,Henry: Portrait of a Serial Killer (1986),Henry: Portrait of a Serial Killer 
2183,"Man Who Knew Too Much, The (1956)","Man Who Knew Too Much, The "
2265,Nothing But Trouble (1991),Nothing But Trouble 
2322,Soldier (1998),Soldier 
2356,Celebrity (1998),Celebrity 
2363,Godzilla (Gojira) (1954),Godzilla 
2379,Police Academy 2: Their First Assignment (1985),Police Academy 2: Their First Assignment 
2380,Police Academy 3: Back in Training (1986),Police Academy 3: Back in Training 
2408,Cocoon: The Return (1988),Cocoon: The Return 
2454,"Fly, The (1958)","Fly, The "
2524,"Towering Inferno, The (1974)","Towering Inferno, The "
2533,Escape from the Planet of the Apes (1971),Escape from the Planet of the Apes 
2554,Children of the Damned (1963),Children of the Damned 
2587,Life (1999),Life 
2613,Night of the Comet (1984),Night of the Comet 
2615,My Science Project (1985),My Science Project 
2634,"Mummy, The (1959)","Mummy, The "
2661,It Came from Outer Space (1953),It Came from Outer Space 
2664,Invasion of the Body Snatchers (1956),Invasion of the Body Snatchers 
2752,Outrageous Fortune (1987),Outrageous Fortune 
2978,Three to Tango (1999),Three to Tango 
3115,Flawless (1999),Flawless 
3148,"Cider House Rules, The (1999)","Cider House Rules, The "
3388,Harry and the Hendersons (1987),Harry and the Hendersons 
3430,Death Wish (1974),Death Wish 
3614,Honeymoon in Vegas (1992),Honeymoon in Vegas 
3799,Pokémon the Movie 2000 (2000),Pokémon the Movie 2000 
3814,Love and Death (1975),Love and Death 
3917,Hellraiser (1987),Hellraiser 
3918,Hellbound: Hellraiser II (1988),Hellbound: Hellraiser II 
3959,"Time Machine, The (1960)","Time Machine, The "
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Revenge of the Nerds II: Nerds in Paradise 
4241,Pokémon 3: The Movie (2001),Pokémon 3: The Movie 
4255,Freddy Got Fingered (2001),Freddy Got Fingered 
4267,One Night at McCool's (2001),One Night at McCool's 
4291,Nine to Five (a.k.a. 9 to 5) (1980),Nine to Five 
4340,"Animal, The (2001)","Animal, The "
4437,Suspiria (1977),Suspiria 
4464,"Accidental Tourist, The (1988)","Accidental Tourist, The "
4496,D.O.A. (1988),D.O.A. 
4508,Gorillas in the Mist (1988),Gorillas in the Mist 
4591,Erik the Viking (1989),Erik the Viking 
4713,Altered States (1980),Altered States 
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Thirteen Ghosts 
4971,Moscow on the Hudson (1984),Moscow on the Hudson 
4992,Kate & Leopold (2001),Kate & Leopold 
5040,Conan the Destroyer (1984),Conan the Destroyer 
5339,Husbands and Wives (1992),Husbands and Wives 
5505,"Good Girl, The (2002)","Good Girl, The "
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Pokemon 4 Ever 
